# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Batrachovirus	Alloherpesviridae	Ranid herpesvirus 1	DQ665917	NC_008211	DQ665917	Ranid herpesvirus 1 strain McKinnell, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Batrachovirus	Alloherpesviridae	Ranid herpesvirus 2	DQ665652	NC_008210	DQ665652	Ranid herpesvirus 2 strain ATCC VR-568, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Cyprinivirus	Alloherpesviridae	Anguillid herpesvirus 1	FJ940765	NC_013668	FJ940765	Anguillid herpesvirus 1 strain 500138, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Cyprinivirus	Alloherpesviridae	Cyprinid herpesvirus 1	JQ815363	NC_019491	JQ815363	Cyprinid herpesvirus 1 strain NG-J1, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Cyprinivirus	Alloherpesviridae	Cyprinid herpesvirus 2	JQ815364	NC_019495	JQ815364	Cyprinid herpesvirus 2 strain ST-J1, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Cyprinivirus	Alloherpesviridae	Cyprinid herpesvirus 3	DQ657948	NC_009127	DQ657948	Cyprinid herpesvirus 3 strain KHV-U, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Alloherpesviridae		Ictalurivirus	Alloherpesviridae	Ictalurid herpesvirus 1	M75136	NC_001493	M75136	Ictalurid herpesvirus 1 strain Auburn 1, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Iltovirus	Herpesviridae	Gallid alphaherpesvirus 1	AF168792, AJ131832, AJ249803, AY033142, AY033143, D00565, L32139, U06635, U28832, U80762, X56093, X97256, Y14300, Y14301	NC_006623	NC_006623	Gallid herpesvirus 1, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Iltovirus	Herpesviridae	Psittacid alphaherpesvirus 1	AY372243	NC_005264	AY372243	Psittacid herpesvirus 1 isolate 97-0001, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Herpesviridae	Anatid alphaherpesvirus 1	EU082088	NC_013036	EU082088	Duck enteritis virus strain VAC, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Herpesviridae	Columbid alphaherpesvirus 1	KX589235	NC_034266	KX589235	Columbid alphaherpesvirus 1 strain HLJ, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Herpesviridae	Falconid herpesvirus 1	KJ668231	NC_024450	KJ668231	Falconid herpesvirus 1 strain S-18, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Herpesviridae	Gallid alphaherpesvirus 2	AF243438	NC_002229	AF243438	Gallid herpesvirus 2 serotype 1 isolate Md5, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Herpesviridae	Gallid alphaherpesvirus 3	AB049735	NC_002577	AB049735	Gallid herpesvirus 3 DNA, complete genome, strain: HPRS24.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Herpesviridae	Meleagrid alphaherpesvirus 1	AF291866	NC_002641	AF291866	Meleagrid herpesvirus 1 strain FC126, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Scutavirus	Herpesviridae	Testudinid herpesvirus 3	KM924292	NC_027916	KM924292	Testudinid herpesvirus 3 strain 1976, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Cercopithecine alphaherpesvirus 2	AY714813	NC_006560	AY714813	Cercopithecine herpesvirus 2, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Fruit bat alphaherpesvirus 1	AB825953	NC_024306	AB825953	Fruit bat alphaherpesvirus 1 DNA, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Human alphaherpesvirus 1	JN555585	NC_001806	JN555585	Human herpesvirus 1 strain 17, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Human alphaherpesvirus 2	JN561323	NC_001798	JN561323	Human herpesvirus 2 strain HG52, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Leporid alphaherpesvirus 4	JQ596859	NC_029311	JQ596859	Leporid herpesvirus 4 isolate LHV4012612, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Macacine alphaherpesvirus 1	AF533768	NC_004812	AF533768	Cercopithecine herpesvirus 1 strain E2490, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Macropodid alphaherpesvirus 1	KT594769	NC_029132	KT594769	Macropodid herpesvirus 1 isolate MaHV1.3076/08, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Panine alphaherpesvirus 3	JQ360576	NC_023677	JQ360576	Chimpanzee alpha-1 herpesvirus strain 105640, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Papiine alphaherpesvirus 2	DQ149153	NC_007653	DQ149153	Cercopithecine herpesvirus 16 strain X313, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Herpesviridae	Saimiriine alphaherpesvirus 1	HM625781	NC_014567	HM625781	Saimiriine herpesvirus 1 strain MV 5-4, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Bovine alphaherpesvirus 1	AJ004801	NC_001847	AJ004801	Bovine herpesvirus type 1.1 complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Bovine alphaherpesvirus 5	AY261359	NC_005261	AY261359	Bovine herpesvirus 5 strain SV507/99, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Canid alphaherpesvirus 1	KT819633	NC_030117	KT819633	Canid herpesvirus 1 strain 0194, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Cercopithecine alphaherpesvirus 9	AF275348	NC_002686	AF275348	Cercopithecine herpesvirus 9, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Equid alphaherpesvirus 1	AY665713	NC_001491	AY665713	Equine herpesvirus 1 strain Ab4, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Equid alphaherpesvirus 3	KM051845	NC_024771	KM051845	Equid herpesvirus 3 strain AR/2007/C3A, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Equid alphaherpesvirus 4	AF030027	NC_001844	AF030027	Equine herpesvirus 4 strain NS80567, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Equid alphaherpesvirus 8	JQ343919	NC_017826	JQ343919	Equid herpesvirus 8 strain wh, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Equid alphaherpesvirus 9	AP010838	NC_011644	AP010838	Equid herpesvirus 9 DNA, complete genome, strain: P19.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Felid alphaherpesvirus 1	FJ478159	NC_013590	FJ478159	Felid herpesvirus 1 strain C-27, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Human alphaherpesvirus 3	X04370	NC_001348	X04370	Human herpesvirus 3 (strain Dumas) complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Herpesviridae	Suid alphaherpesvirus 1	BK001744	NC_006151	BK001744	TPA_exp: Suid herpesvirus 1, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Aotine betaherpesvirus 1	FJ483970	NC_016447	FJ483970	Aotine herpesvirus 1 strain S34E, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Cercopithecine betaherpesvirus 5	FJ483968	NC_012783	FJ483968	Cercopithecine herpesvirus 5 strain 2715, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Human betaherpesvirus 5	AY446894	NC_006273	AY446894	Human herpesvirus 5 strain Merlin, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Macacine betaherpesvirus 3	AY186194	NC_006150	AY186194	Rhesus cytomegalovirus strain 68-1, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Panine betaherpesvirus 2	AF480884	NC_003521	AF480884	Panine herpesvirus 2 strain Heberling, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Papio ursinus cytomegalovirus	KR351281	NC_027016	KR351281	Papio ursinus cytomegalovirus isolate OCOM4-52, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Herpesviridae	Saimiriine betaherpesvirus 4	FJ483967	NC_016448	FJ483967	Saimiriine herpesvirus 4 strain SqSHV, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Muromegalovirus	Herpesviridae	Murid betaherpesvirus 1	U68299	NC_004065	U68299	Mouse cytomegalovirus 1 complete genomic sequence.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Muromegalovirus	Herpesviridae	Murid betaherpesvirus 2	AF232689	NC_002512	AF232689	Rat cytomegalovirus Maastricht, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Muromegalovirus	Herpesviridae	Murid betaherpesvirus 8	JX867617	NC_019559	JX867617	Murid herpesvirus 8 isolate England, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Proboscivirus	Herpesviridae	Elephant endotheliotropic herpesvirus 4	KT832477	NC_028379	KT832477	Elephant endotheliotropic herpesvirus 4 isolate North American NAP69, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Proboscivirus	Herpesviridae	Elephant endotheliotropic herpesvirus 5	KF921519	NC_024696	KF921519	Elephant endotheliotropic herpesvirus 5 strain Vijay, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Proboscivirus	Herpesviridae	Elephantid betaherpesvirus 1	KC462165	NC_020474	KC462165	Elephantid herpesvirus 1 strain Raman, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Herpesviridae	Human betaherpesvirus 6A	X83413	NC_001664	X83413	Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Herpesviridae	Human betaherpesvirus 6B	AF157706	NC_000898	AF157706	Human herpesvirus 6B strain Z29, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Herpesviridae	Human betaherpesvirus 7	AF037218	NC_001716	AF037218	Human herpesvirus 7 strain RK, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Herpesviridae	Macaca nemestrina herpesvirus 7	KU351741	NC_030200	KU351741	Macaca nemestrina herpesvirus 7, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Unassigned	Herpesviridae	Caviid betaherpesvirus 2	KC503762	NC_020231	KC503762	Caviid herpesvirus 2 strain 21222, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Unassigned	Herpesviridae	Suid betaherpesvirus 2	KF017583	NC_022233	KF017583	Porcine cytomegalovirus strain BJ09, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Betaherpesvirinae	Unassigned	Herpesviridae	Tupaiid betaherpesvirus 1	AF281817	NC_002794	AF281817	Tupaia herpesvirus strain 2, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Herpesviridae	Callitrichine gammaherpesvirus 3	AF319782	NC_004367	AF319782	Callitrichine herpesvirus 3 strain CJ0149, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Herpesviridae	Human gammaherpesvirus 4	AJ507799	NC_007605	AJ507799	Human herpesvirus 4 complete wild type genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Herpesviridae	Human herpesvirus 4 type 2	DQ279927	NC_009334	DQ279927	Human herpesvirus 4 strain AG876, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Herpesviridae	Macacine gammaherpesvirus 4	AY037858	NC_006146	AY037858	Cercopithicine herpesvirus 15 strain LCL8664, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Herpesviridae	Alcelaphine gammaherpesvirus 1	AF005370	NC_002531	AF005370	Alcelaphine herpesvirus 1 L-DNA, complete sequence.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Herpesviridae	Alcelaphine gammaherpesvirus 2	KF274499	NC_024382	KF274499	Alcelaphine herpesvirus 2 isolate topi-AlHV-2, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Herpesviridae	Bovine gammaherpesvirus 6	KJ705001	NC_024303	KJ705001	Bovine herpesvirus 6 isolate Pennsylvania 47, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Herpesviridae	Ovine gammaherpesvirus 2	AY839756	NC_007646	AY839756	Ovine herpesvirus 2 strain BJ1035, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Percavirus	Herpesviridae	Equid gammaherpesvirus 2	U20824	NC_001650	U20824	Equid herpesvirus 2 strain 86/67, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Percavirus	Herpesviridae	Equid gammaherpesvirus 5	KM924295	NC_026421	KM924295	Equid herpesvirus 5 strain 2-141/67, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Ateline gammaherpesvirus 3	AF083424	NC_001987	AF083424	Ateline herpesvirus 3 complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Bovine gammaherpesvirus 4	AF318573	NC_002665	AF318573	Bovine herpesvirus 4 long unique region, complete sequence.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Cricetid gammaherpesvirus 2	HQ221963	NC_015049	HQ221963	Rodent herpesvirus Peru, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Human gammaherpesvirus 8	AF148805	NC_009333	AF148805	Human herpesvirus 8 strain GK18, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Macacine gammaherpesvirus 5	AF083501	NC_003401	AF083501	Macaca mulatta rhadinovirus 17577, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Murid gammaherpesvirus 4	U97553	NC_001826	U97553	Murine herpesvirus 68 strain WUMS, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Herpesviridae	Saimiriine gammaherpesvirus 2	X64346	NC_001350	X64346	Saimiriine herpesvirus 2 complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Unassigned	Herpesviridae	Felis catus gammaherpesvirus 1	KT595939	NC_028099	KT595939	Felis catus gammaherpesvirus 1 isolate 31286, complete genome.	vertebrates
I_dsDNAviruses	Herpesvirales	Malacoherpesviridae		Aurivirus	Malacoherpesviridae	Haliotid herpesvirus 1	JX453331	NC_018874	JX453331	Abalone herpesvirus Victoria/AUS/2009, complete genome.	invertebrates
I_dsDNAviruses	Herpesvirales	Malacoherpesviridae		Ostreavirus	Malacoherpesviridae	Ostreid herpesvirus 1	AY509253	NC_005881	AY509253	Ostreid herpesvirus 1, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Bovine adenovirus 6	JQ345700	NC_020074	JQ345700	Bovine adenovirus 6 strain 671130, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Bovine atadenovirus D	AF036092	NC_002685	AF036092	Bovine adenovirus 4 strain THT/62, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Duck atadenovirus A	Y09598	NC_001813	Y09598	Avian adenovirus EDS complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Lizard atadenovirus A	KJ156523	NC_024684	KJ156523	Lizard adenovirus 2 isolate 23-06, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Ovine atadenovirus D	U40839	NC_004037	U40839	Ovine adenovirus 7, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Psittacine atadenovirus A	KJ675568	NC_025962	KJ675568	Psittacine adenovirus 3 isolate HKU/Parrot19, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Atadenovirus	Adenoviridae	Snake atadenovirus A	DQ106414	NC_009989	DQ106414	Snake adenovirus 1 strain 145/88, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Duck aviadenovirus B	KJ469653	NC_024486	KJ469653	Duck adenovirus 2 strain GR, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Fowl aviadenovirus A	U46933	NC_001720	U46933	Avian adenovirus CELO, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Fowl aviadenovirus B	KC493646	NC_021221	KC493646	Fowl adenovirus 5 strain 340, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Fowl aviadenovirus C	GU188428	NC_015323	GU188428	Fowl adenovirus C isolate ON1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Fowl aviadenovirus D	AF083975	NC_000899	AF083975	Fowl adenovirus 9, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Fowl aviadenovirus E	GU734104	NC_014969	GU734104	Fowl adenovirus E isolate HG, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Goose aviadenovirus A	JF510462	NC_017979	JF510462	Goose adenovirus 4 strain P29, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Pigeon adenovirus 2	KX121164	NC_031503	KX121164	Pigeon adenovirus 2 isolate YPDS-Y-V1.A19.11-2013, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Pigeon aviadenovirus A	FN824512	NC_024474	FN824512	Pigeon adenovirus 1 complete genome, strain IDA4.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Turkey aviadenovirus B	GU936707	NC_014564	GU936707	Turkey adenovirus 1 strain D90/2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Turkey aviadenovirus C	KF477312	NC_022612	KF477312	Turkey adenovirus 4 isolate TNI1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Aviadenovirus	Adenoviridae	Turkey aviadenovirus D	KF477313	NC_022613	KF477313	Turkey adenovirus 5 isolate 1277BT, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat adenovirus	KX871230	NC_031948	KX871230	Bat adenovirus isolate 250-A, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus A	GU226970	NC_016895	GU226970	Bat adenovirus TJM, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus B	JN252129	NC_015932	JN252129	Bat adenovirus 2 strain PPV1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus WIV10	KT698854	NC_029899	KT698854	Bat mastadenovirus WIV10, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus WIV11	KT698855	NC_029902	KT698855	Bat mastadenovirus WIV11, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus WIV12	KT698856	NC_030860	KT698856	Bat mastadenovirus WIV12, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus WIV13	KT698852	NC_030874	KT698852	Bat mastadenovirus WIV13, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bat mastadenovirus WIV9	KT698853	NC_029898	KT698853	Bat mastadenovirus WIV9, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bovine adenovirus 2	AF252854	NC_002513	AF252854	Bovine adenovirus type 2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bovine mastadenovirus A	BK005277	AC_000191	BK005277	TPA: Bovine adenovirus A, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Bovine mastadenovirus B	AF030154	NC_001876	AF030154	Bovine adenovirus 3 complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Canine mastadenovirus A	Y07760	NC_001734	Y07760	Canine adenovirus type 1 complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Chimpanzee adenovirus Y25	JN254802	NC_017825	JN254802	Chimpanzee adenovirus Y25, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Equine mastadenovirus A	JN418926	NC_030792	JN418926	Equine adenovirus 1 strain M1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Equine mastadenovirus B	KT160425	NC_027705	KT160425	Equine adenovirus 2 isolate EAdV2.385/75.9, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human adenovirus 54	AB333801	NC_012959	AB333801	Human adenovirus 54 DNA, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus A	X73487	NC_001460	X73487	Adenovirus type 12 DNA, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus B	DQ086466	NC_011203	DQ086466	Human adenovirus type 3, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus B2	AY163756	NC_011202	AY163756	Human adenovirus type 11 strain Ad11p Slobitski, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus C	J01917	NC_001405	J01917	Adenovirus type 2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus D	AJ854486	NC_010956	AJ854486	Human adenovirus type 9 complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus E	AY487947	NC_003266	AY487947	Human adenovirus E, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus F	L19443	NC_001454	L19443	Human adenovirus F, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Human mastadenovirus G	AY771780	NC_006879	AY771780	Simian adenovirus 1 strain ATCC VR-195, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Murine mastadenovirus B	HM049560	NC_014899	HM049560	Murine adenovirus 2 isolate K87, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Murine mastadenovirus C	EU835513	NC_012584	EU835513	Murine adenovirus 3, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Ovine mastadenovirus A	BK000400	AC_000001	BK000400	TPA: Bovine adenovirus 2, complete genome.	vertebrates
